,Portfolio Value,Cash,Units
490,9810.759073331252,28365.0,-32.10193836619989
491,9801.931040280548,28365.0,-32.10193836619989
492,9805.46225350083,28365.0,-32.10193836619989
493,9807.869898878294,28365.0,-32.10193836619989
494,9813.808757476041,28365.0,-32.10193836619989
495,9817.339970696323,28365.0,-32.10193836619989
496,9822.476280834915,28365.0,-32.10193836619989
497,9822.476280834915,28365.0,-32.10193836619989
498,9826.007494055197,28365.0,-32.10193836619989
499,9825.365455287874,28365.0,-32.10193836619989
500,9820.550164532942,28365.0,-32.10193836619989
501,9816.055893161674,28365.0,-32.10193836619989
502,9824.723416520548,28365.0,-32.10193836619989
503,9824.723416520548,28365.0,-32.10193836619989
504,9824.723416520548,28365.0,-32.10193836619989
505,9821.513222683929,28365.0,-32.10193836619989
506,9822.155261451253,28365.0,-32.10193836619989
507,9822.187363389618,28365.0,-32.10193836619989
508,9823.11831960224,28365.0,-32.10193836619989
509,9822.476280834915,28365.0,-32.10193836619989
510,9812.20366055773,28365.0,-32.10193836619989
