day,time,Volume,open,high,low,close,BUY
2021-04-01,12:08:00,87232,399.6100,399.7000,399.5900,399.6500,0
2021-04-01,12:09:00,108594,399.6650,399.6900,399.6100,399.6300,0
2021-04-01,12:10:00,100959,399.6200,399.6500,399.5500,399.6300,0
2021-04-01,12:11:00,352175,399.6200,399.6500,399.4400,399.4850,0
2021-04-01,12:12:00,82277,399.4850,399.5500,399.4600,399.4800,0
2021-04-01,12:13:00,51178,399.4811,399.5400,399.4811,399.5200,0
2021-04-01,12:14:00,32989,399.5191,399.5500,399.4650,399.5300,0
2021-04-01,12:15:00,76076,399.5500,399.5600,399.4500,399.5000,0
2021-04-01,12:16:00,94703,399.5001,399.5001,399.4200,399.4300,0
2021-04-01,12:17:00,105619,399.4300,399.5700,399.4200,399.5400,0
2021-04-01,12:18:00,94734,399.5400,399.6600,399.5400,399.6000,0
2021-04-01,12:19:00,41671,399.6000,399.6800,399.6000,399.6700,0
2021-04-01,12:20:00,76731,399.6619,399.7000,399.6420,399.6890,0
2021-04-01,12:21:00,57300,399.6800,399.7400,399.6800,399.6900,0
2021-04-01,12:22:00,43538,399.7000,399.7050,399.6500,399.7050,0
2021-04-01,12:23:00,33763,399.7100,399.7200,399.6300,399.6300,0
2021-04-01,12:24:00,46180,399.6350,399.7300,399.6350,399.7180,0
2021-04-01,12:25:00,43833,399.7200,399.7500,399.7000,399.7100,0
2021-04-01,12:26:00,35420,399.7200,399.7290,399.6850,399.7100,0
2021-04-01,12:27:00,31817,399.7100,399.7100,399.6800,399.6900,0
2021-04-01,12:28:00,25975,399.6900,399.7500,399.6800,399.7500,0
2021-04-01,12:29:00,73783,399.7400,399.7800,399.7200,399.7450,0
2021-04-01,12:30:00,28133,399.7450,399.7600,399.7200,399.7500,0
2021-04-01,12:31:00,42534,399.7500,399.7600,399.7400,399.7400,0
2021-04-01,12:32:00,22834,399.7500,399.7800,399.7300,399.7600,0
2021-04-01,12:33:00,24432,399.7700,399.7800,399.7200,399.7600,0
2021-04-01,12:34:00,79008,399.7700,399.8100,399.7199,399.7199,0
2021-04-01,12:35:00,34455,399.7200,399.7600,399.7100,399.7200,0
2021-04-01,12:36:00,41099,399.7200,399.7200,399.6550,399.6800,0
2021-04-01,12:37:00,30542,399.6800,399.6925,399.6550,399.6800,0
2021-04-01,12:38:00,40850,399.6800,399.7400,399.6700,399.7350,0
2021-04-01,12:39:00,27234,399.7350,399.7700,399.7100,399.7500,0
2021-04-01,12:40:00,44570,399.7600,399.7800,399.6500,399.6501,0
2021-04-01,12:41:00,55991,399.6501,399.7200,399.6000,399.7200,0
2021-04-01,12:42:00,24000,399.7200,399.7400,399.6999,399.7100,0
2021-04-01,12:43:00,17260,399.7100,399.7200,399.6850,399.7200,0
2021-04-01,12:44:00,35459,399.7150,399.7400,399.6674,399.7100,0
2021-04-01,12:45:00,39833,399.7100,399.7900,399.7100,399.7850,0
2021-04-01,12:46:00,48384,399.7800,399.8050,399.7600,399.8000,0
2021-04-01,12:47:00,60116,399.7900,399.8400,399.7800,399.8100,0
2021-04-01,12:48:00,181670,399.8100,399.8600,399.7100,399.7300,0
2021-04-01,12:49:00,43265,399.7200,399.7300,399.6300,399.6300,0
2021-04-01,12:50:00,86264,399.6350,399.6500,399.5600,399.5900,0
2021-04-01,12:51:00,50352,399.6000,399.7100,399.6000,399.6800,0
2021-04-01,12:52:00,37390,399.6900,399.7200,399.6500,399.7200,0
2021-04-01,12:53:00,36492,399.7250,399.7300,399.6700,399.6800,0
2021-04-01,12:54:00,86611,399.6800,399.7050,399.6600,399.6800,0
2021-04-01,12:55:00,81332,399.6800,399.7700,399.6750,399.7400,0
2021-04-01,12:56:00,33934,399.7400,399.7700,399.7300,399.7700,0
2021-04-01,12:57:00,63417,399.7600,399.7900,399.7300,399.7400,0
2021-04-01,12:58:00,28724,399.7300,399.7650,399.7100,399.7300,0
2021-04-01,12:59:00,37079,399.7319,399.7800,399.7000,399.7250,0
2021-04-01,13:00:00,69645,399.7200,399.8250,399.7200,399.7500,0
2021-04-01,13:01:00,54935,399.7400,399.7550,399.7100,399.7500,0
2021-04-01,13:02:00,73289,399.7500,399.8050,399.7500,399.7600,0
2021-04-01,13:03:00,64562,399.7600,399.7700,399.6800,399.7500,0
2021-04-01,13:04:00,50774,399.7400,399.7400,399.6850,399.7150,0
2021-04-01,13:05:00,52310,399.7150,399.7600,399.6600,399.7400,0
2021-04-01,13:06:00,43908,399.7500,399.7700,399.6500,399.6790,0
2021-04-01,13:07:00,50811,399.6700,399.6750,399.6200,399.6600,0
2021-04-01,13:08:00,66755,399.6599,399.6990,399.5900,399.6410,0
2021-04-01,13:09:00,103141,399.6450,399.6450,399.5500,399.5600,0
2021-04-01,13:10:00,136164,399.5700,399.5950,399.5000,399.5150,0
2021-04-01,13:11:00,156773,399.5150,399.5900,399.4800,399.5700,0
2021-04-01,13:12:00,82794,399.5800,399.5800,399.5100,399.5200,0
2021-04-01,13:13:00,63471,399.5200,399.5600,399.5100,399.5400,0
2021-04-01,13:14:00,57509,399.5400,399.5700,399.5300,399.5650,0
2021-04-01,13:15:00,72151,399.5650,399.6199,399.5400,399.5900,0
2021-04-01,13:16:00,74382,399.5900,399.5902,399.4601,399.4850,0
2021-04-01,13:17:00,98885,399.4800,399.4800,399.3800,399.4200,0
2021-04-01,13:18:00,73077,399.4100,399.4300,399.3500,399.3500,0
2021-04-01,13:19:00,73201,399.3550,399.4300,399.3290,399.3900,0
2021-04-01,13:20:00,117193,399.4100,399.5100,399.4100,399.4600,0
2021-04-01,13:21:00,133552,399.4600,399.5600,399.4200,399.5450,0
2021-04-01,13:22:00,87773,399.5400,399.5450,399.4999,399.5200,0
2021-04-01,13:23:00,75583,399.5200,399.5800,399.5100,399.5400,0
2021-04-01,13:24:00,56715,399.5500,399.5600,399.4700,399.4800,0
2021-04-01,13:25:00,45617,399.4700,399.5200,399.4700,399.5000,0
2021-04-01,13:26:00,80333,399.5100,399.5450,399.4700,399.5100,0
2021-04-01,13:27:00,45592,399.5100,399.5100,399.4589,399.4600,0
2021-04-01,13:28:00,62064,399.4500,399.4700,399.4000,399.4200,0
2021-04-01,13:29:00,88243,399.4295,399.4300,399.3700,399.3850,0
2021-04-01,13:30:00,139460,399.3900,399.4975,399.3400,399.4900,0
2021-04-01,13:31:00,133159,399.4850,399.6700,399.4591,399.5800,0
2021-04-01,13:32:00,106145,399.5800,399.6350,399.5500,399.6101,0
2021-04-01,13:33:00,100830,399.6101,399.6700,399.6000,399.6690,0
2021-04-01,13:34:00,116246,399.6700,399.7400,399.6600,399.7200,0
2021-04-01,13:35:00,99480,399.7200,399.7350,399.6611,399.6900,0
2021-04-01,13:36:00,77780,399.6900,399.7400,399.6750,399.7400,0
2021-04-01,13:37:00,103486,399.7500,399.7800,399.7200,399.7400,0
2021-04-01,13:38:00,87342,399.7400,399.7950,399.7300,399.7500,0
2021-04-01,13:39:00,48933,399.7601,399.7900,399.7400,399.7900,0
2021-04-01,13:40:00,67640,399.7850,399.8100,399.7500,399.7750,0
2021-04-01,13:41:00,48888,399.7850,399.8100,399.7600,399.7900,0
2021-04-01,13:42:00,46733,399.8100,399.8200,399.7900,399.8011,0
2021-04-01,13:43:00,27784,399.8000,399.8300,399.7800,399.8200,0
2021-04-01,13:44:00,60295,399.8200,399.8600,399.8000,399.8100,0
2021-04-01,13:45:00,102714,399.8000,399.8200,399.7100,399.7400,0
2021-04-01,13:46:00,66677,399.7450,399.7450,399.6900,399.6900,0
2021-04-01,13:47:00,46042,399.6900,399.7319,399.6700,399.6800,0
2021-04-01,13:48:00,70048,399.6700,399.6800,399.6100,399.6250,0
2021-04-01,13:49:00,39816,399.6350,399.6700,399.6200,399.6300,0
2021-04-01,13:50:00,115519,399.6200,399.6400,399.5800,399.6311,0
2021-04-01,13:51:00,65732,399.6400,399.7400,399.6300,399.7300,0
2021-04-01,13:52:00,51883,399.7303,399.7400,399.6700,399.6900,0
2021-04-01,13:53:00,85086,399.6900,399.7200,399.6600,399.6619,0
2021-04-01,13:54:00,44603,399.6650,399.7000,399.6300,399.6800,0
2021-04-01,13:55:00,52622,399.6800,399.7000,399.6600,399.6805,0
2021-04-01,13:56:00,34873,399.6819,399.7000,399.6650,399.6800,0
2021-04-01,13:57:00,29472,399.6800,399.6900,399.6500,399.6800,0
2021-04-01,13:58:00,56306,399.6800,399.7100,399.6700,399.6800,0
2021-04-01,13:59:00,82014,399.6700,399.6900,399.6400,399.6500,0
2021-04-01,14:00:00,47474,399.6500,399.7100,399.6300,399.7050,0
2021-04-01,14:01:00,52701,399.7000,399.7600,399.6850,399.6886,0
2021-04-01,14:02:00,50669,399.6900,399.7250,399.6500,399.6812,0
2021-04-01,14:03:00,73059,399.6900,399.7500,399.6900,399.7200,0
2021-04-01,14:04:00,31300,399.7200,399.7400,399.7000,399.7400,0
2021-04-01,14:05:00,27740,399.7450,399.7596,399.7100,399.7200,0
2021-04-01,14:06:00,63732,399.7150,399.7400,399.7000,399.7300,0
2021-04-01,14:07:00,92071,399.7300,399.7500,399.7000,399.7300,0
2021-04-01,14:08:00,103380,399.7400,399.7400,399.6700,399.6900,0
2021-04-01,14:09:00,49500,399.6900,399.6900,399.6300,399.6400,0
2021-04-01,14:10:00,63963,399.6400,399.6800,399.6000,399.6700,0
2021-04-01,14:11:00,45781,399.6700,399.7400,399.6692,399.7200,0
2021-04-01,14:12:00,44780,399.7150,399.7275,399.7000,399.7200,0
2021-04-01,14:13:00,47918,399.7200,399.7300,399.6800,399.7200,0
2021-04-01,14:14:00,48216,399.7100,399.7800,399.7100,399.7619,0
2021-04-01,14:15:00,28451,399.7604,399.7650,399.7081,399.7333,0
2021-04-01,14:16:00,30919,399.7300,399.7300,399.6800,399.7000,0
2021-04-01,14:17:00,25985,399.7100,399.7400,399.7100,399.7250,0
2021-04-01,14:18:00,21653,399.7300,399.7700,399.7300,399.7514,0
2021-04-01,14:19:00,31221,399.7500,399.7850,399.7075,399.7400,0
2021-04-01,14:20:00,44057,399.7450,399.7900,399.7400,399.7900,0
2021-04-01,14:21:00,27451,399.7800,399.7900,399.7500,399.7700,0
2021-04-01,14:22:00,65221,399.7700,399.8450,399.7619,399.8450,0
2021-04-01,14:23:00,50899,399.8400,399.8500,399.8200,399.8400,0
2021-04-01,14:24:00,122005,399.8400,399.9600,399.8300,399.9219,0
2021-04-01,14:25:00,62122,399.9208,399.9400,399.8650,399.8800,0
2021-04-01,14:26:00,48710,399.8700,399.8750,399.8000,399.8188,0
2021-04-01,14:27:00,36649,399.8150,399.8600,399.8000,399.8300,0
2021-04-01,14:28:00,55155,399.8300,399.8600,399.8000,399.8250,0
2021-04-01,14:29:00,51846,399.8290,399.8700,399.8050,399.8600,0
2021-04-01,14:30:00,44244,399.8550,399.8800,399.8250,399.8300,0
2021-04-01,14:31:00,65285,399.8300,399.9000,399.8300,399.8500,0
2021-04-01,14:32:00,89041,399.8600,399.9000,399.8501,399.8700,0
2021-04-01,14:33:00,48795,399.8600,399.8900,399.8500,399.8650,0
2021-04-01,14:34:00,38182,399.8650,399.8900,399.8519,399.8750,0
2021-04-01,14:35:00,68151,399.8700,399.9100,399.8700,399.8900,0
2021-04-01,14:36:00,71905,399.8800,399.9000,399.8500,399.8900,0
2021-04-01,14:37:00,58321,399.8950,399.9050,399.8700,399.8900,0
2021-04-01,14:38:00,109031,399.8950,399.9300,399.8900,399.9116,0
2021-04-01,14:39:00,97681,399.9200,399.9300,399.9100,399.9101,0
2021-04-01,14:40:00,50424,399.9100,399.9400,399.8800,399.9350,0
2021-04-01,14:41:00,80582,399.9300,399.9600,399.9121,399.9300,0
2021-04-01,14:42:00,45214,399.9300,399.9600,399.9100,399.9219,0
2021-04-01,14:43:00,92630,399.9300,400.0000,399.9200,399.9803,0
2021-04-01,14:44:00,72499,399.9850,399.9900,399.9500,399.9700,0
2021-04-01,14:45:00,132134,399.9600,399.9900,399.9200,399.9500,0
2021-04-01,14:46:00,70158,399.9600,399.9600,399.8500,399.8700,0
2021-04-01,14:47:00,60756,399.8701,399.8800,399.8499,399.8701,0
2021-04-01,14:48:00,60407,399.8750,399.9450,399.8600,399.9300,0
2021-04-01,14:49:00,70316,399.9350,399.9350,399.8800,399.9300,0
2021-04-01,14:50:00,77011,399.9300,399.9650,399.9100,399.9100,0
2021-04-01,14:51:00,70562,399.9100,399.9700,399.9020,399.9700,0
2021-04-01,14:52:00,83866,399.9600,399.9900,399.9300,399.9300,0
2021-04-01,14:53:00,45206,399.9500,399.9700,399.9400,399.9500,0
2021-04-01,14:54:00,81327,399.9600,399.9600,399.9100,399.9100,0
2021-04-01,14:55:00,53433,399.9000,399.9500,399.9000,399.9450,0
2021-04-01,14:56:00,107013,399.9425,399.9700,399.9250,399.9300,0
2021-04-01,14:57:00,65175,399.9350,399.9800,399.9300,399.9800,0
2021-04-01,14:58:00,105909,399.9900,399.9900,399.9200,399.9500,0
2021-04-01,14:59:00,48112,399.9600,399.9800,399.9200,399.9350,0
2021-04-01,15:00:00,120963,399.9301,399.9301,399.8400,399.9300,0
2021-04-01,15:01:00,111246,399.9400,399.9900,399.8900,399.9050,0
2021-04-01,15:02:00,111603,399.9000,399.9400,399.8550,399.8715,0
2021-04-01,15:03:00,76087,399.8700,399.9000,399.8300,399.8500,0
2021-04-01,15:04:00,141512,399.8600,399.8600,399.7700,399.8400,0
2021-04-01,15:05:00,116296,399.8400,399.8500,399.7400,399.7500,0
2021-04-01,15:06:00,129562,399.7500,399.7600,399.6600,399.7050,0
2021-04-01,15:07:00,63081,399.7050,399.7600,399.7000,399.7250,0
2021-04-01,15:08:00,86301,399.7300,399.8500,399.7200,399.7950,0
2021-04-01,15:09:00,80332,399.8000,399.8700,399.8000,399.8700,0
2021-04-01,15:10:00,140999,399.8700,399.9200,399.8300,399.8300,0
2021-04-01,15:11:00,89906,399.8200,399.8900,399.8150,399.8450,0
2021-04-01,15:12:00,129844,399.8500,399.8600,399.7400,399.7800,0
2021-04-01,15:13:00,87807,399.7900,399.8200,399.7300,399.7350,0
2021-04-01,15:14:00,187035,399.7400,399.7500,399.6600,399.7050,0
2021-04-01,15:15:00,175394,399.7000,399.7000,399.5700,399.5800,0
2021-04-01,15:16:00,145350,399.5850,399.5900,399.5100,399.5800,0
2021-04-01,15:17:00,88385,399.5800,399.7310,399.5800,399.7050,0
2021-04-01,15:18:00,106851,399.7100,399.7700,399.6800,399.7500,0
2021-04-01,15:19:00,117628,399.7500,399.8066,399.6300,399.6400,0
2021-04-01,15:20:00,151968,399.6400,399.6750,399.5000,399.5700,0
2021-04-01,15:21:00,105362,399.5700,399.6200,399.5000,399.5400,0
2021-04-01,15:22:00,84908,399.5500,399.6100,399.5200,399.5900,0
2021-04-01,15:23:00,71671,399.5500,399.5650,399.5019,399.5019,0
2021-04-01,15:24:00,172734,399.5011,399.5011,399.4200,399.4250,0
2021-04-01,15:25:00,80681,399.4300,399.5100,399.4250,399.5100,0
2021-04-01,15:26:00,161678,399.5092,399.5650,399.4901,399.5350,0
2021-04-01,15:27:00,106709,399.5300,399.5700,399.5100,399.5600,0
2021-04-01,15:28:00,193595,399.5650,399.5700,399.4700,399.4919,0
2021-04-01,15:29:00,173354,399.4900,399.6200,399.4900,399.5900,0
2021-04-01,15:30:00,125266,399.5950,399.6200,399.5200,399.6200,0
2021-04-01,15:31:00,138561,399.6200,399.6500,399.6050,399.6100,0
2021-04-01,15:32:00,192375,399.6100,399.7100,399.5900,399.6950,0
2021-04-01,15:33:00,143665,399.7000,399.8100,399.6800,399.7600,0
2021-04-01,15:34:00,116264,399.7600,399.7800,399.7250,399.7700,0
2021-04-01,15:35:00,109969,399.7700,399.8185,399.7000,399.8100,0
2021-04-01,15:36:00,159511,399.8100,399.8200,399.7100,399.7600,0
