day,time,Volume,open,high,low,close,BUY
2021-04-15,13:17:00,69679,415.2219,415.2900,415.2199,415.2800,0
2021-04-15,13:18:00,131656,415.2800,415.2800,415.2200,415.2300,0
2021-04-15,13:19:00,110117,415.2300,415.2300,415.1700,415.2300,0
2021-04-15,13:20:00,102728,415.2300,415.2500,415.1500,415.1800,0
2021-04-15,13:21:00,66378,415.1700,415.2600,415.1200,415.2000,0
2021-04-15,13:22:00,91424,415.1950,415.2950,415.1850,415.2400,0
2021-04-15,13:23:00,70825,415.2350,415.3200,415.2100,415.2800,0
2021-04-15,13:24:00,83552,415.2800,415.3700,415.2500,415.3500,0
2021-04-15,13:25:00,57219,415.3400,415.3700,415.3000,415.3150,0
2021-04-15,13:26:00,49826,415.3170,415.3602,415.3000,415.3300,0
2021-04-15,13:27:00,60763,415.3299,415.3900,415.3189,415.3800,0
2021-04-15,13:28:00,79985,415.3700,415.4300,415.3200,415.3400,0
2021-04-15,13:29:00,30989,415.3300,415.3350,415.2700,415.2990,0
2021-04-15,13:30:00,60325,415.3000,415.3900,415.2800,415.3200,0
2021-04-15,13:31:00,39568,415.3300,415.4100,415.3099,415.4100,0
2021-04-15,13:32:00,104269,415.4050,415.4765,415.3400,415.3700,0
2021-04-15,13:33:00,37540,415.3750,415.3900,415.3314,415.3599,0
2021-04-15,13:34:00,26171,415.3700,415.3900,415.3200,415.3900,0
2021-04-15,13:35:00,49647,415.3900,415.4100,415.3600,415.3950,0
2021-04-15,13:36:00,43772,415.3850,415.4100,415.3450,415.4000,0
2021-04-15,13:37:00,52711,415.4100,415.4500,415.4100,415.4300,0
2021-04-15,13:38:00,73571,415.4350,415.4900,415.4000,415.4500,0
2021-04-15,13:39:00,60305,415.4400,415.5000,415.3900,415.5000,0
2021-04-15,13:40:00,107181,415.5000,415.5600,415.4400,415.5000,0
2021-04-15,13:41:00,33737,415.4950,415.5400,415.4800,415.4900,0
2021-04-15,13:42:00,50726,415.4950,415.5400,415.4600,415.5200,0
2021-04-15,13:43:00,62530,415.5200,415.5700,415.5000,415.5350,0
2021-04-15,13:44:00,75299,415.5300,415.6100,415.5300,415.6100,0
2021-04-15,13:45:00,40457,415.6100,415.6100,415.5201,415.5550,0
2021-04-15,13:46:00,25389,415.5550,415.5900,415.5482,415.5550,0
2021-04-15,13:47:00,82000,415.5599,415.5700,415.4500,415.4800,0
2021-04-15,13:48:00,39530,415.4850,415.5500,415.4800,415.5200,0
2021-04-15,13:49:00,62584,415.5150,415.5300,415.4300,415.4800,0
2021-04-15,13:50:00,34317,415.4750,415.4750,415.4200,415.4650,0
2021-04-15,13:51:00,79634,415.4662,415.4662,415.3100,415.3200,0
2021-04-15,13:52:00,68302,415.3250,415.3400,415.2700,415.3000,0
2021-04-15,13:53:00,57482,415.3081,415.3900,415.2800,415.3391,0
2021-04-15,13:54:00,47999,415.3350,415.4099,415.3350,415.3850,0
2021-04-15,13:55:00,36168,415.3900,415.4899,415.3800,415.4650,0
2021-04-15,13:56:00,36792,415.4630,415.5484,415.4630,415.5400,0
2021-04-15,13:57:00,73044,415.5250,415.5286,415.3800,415.3900,0
2021-04-15,13:58:00,50488,415.3900,415.4100,415.3350,415.3850,0
2021-04-15,13:59:00,67979,415.3850,415.4899,415.3800,415.4091,0
2021-04-15,14:00:00,94523,415.4050,415.4500,415.3300,415.3550,0
2021-04-15,14:01:00,42691,415.3600,415.4650,415.3600,415.4650,0
2021-04-15,14:02:00,92351,415.4700,415.5100,415.3900,415.4200,0
2021-04-15,14:03:00,64349,415.4250,415.5000,415.4000,415.4799,0
2021-04-15,14:04:00,97171,415.4750,415.6000,415.4750,415.6000,0
2021-04-15,14:05:00,101652,415.6000,415.6701,415.5200,415.5519,0
2021-04-15,14:06:00,65400,415.5550,415.5900,415.4750,415.5004,0
2021-04-15,14:07:00,58186,415.5000,415.5500,415.4800,415.5300,0
2021-04-15,14:08:00,512863,415.5300,415.5600,415.2900,415.3200,0
2021-04-15,14:09:00,93738,415.3100,415.3800,415.2900,415.3100,0
2021-04-15,14:10:00,101726,415.3099,415.4000,415.2800,415.3400,0
2021-04-15,14:11:00,39569,415.3410,415.3850,415.3000,415.3190,0
2021-04-15,14:12:00,36964,415.3200,415.3799,415.2900,415.3600,0
2021-04-15,14:13:00,55401,415.3600,415.3900,415.3100,415.3200,0
2021-04-15,14:14:00,44688,415.3100,415.3400,415.2400,415.2500,0
2021-04-15,14:15:00,87497,415.2500,415.3900,415.2500,415.3550,0
2021-04-15,14:16:00,71942,415.3599,415.4801,415.3550,415.4500,0
2021-04-15,14:17:00,34478,415.4500,415.4900,415.4300,415.4800,0
2021-04-15,14:18:00,456652,415.4850,415.6000,415.4100,415.4400,0
2021-04-15,14:19:00,95524,415.4300,415.4619,415.3873,415.4450,0
2021-04-15,14:20:00,58727,415.4400,415.5300,415.3900,415.4700,0
2021-04-15,14:21:00,56525,415.4600,415.5200,415.4100,415.5100,0
2021-04-15,14:22:00,45026,415.5200,415.5400,415.4300,415.4901,0
2021-04-15,14:23:00,47414,415.4946,415.5221,415.4600,415.5100,0
2021-04-15,14:24:00,60711,415.5100,415.5200,415.4350,415.4890,0
2021-04-15,14:25:00,27709,415.4900,415.5150,415.4750,415.5009,0
2021-04-15,14:26:00,66998,415.5050,415.5684,415.4900,415.5200,0
2021-04-15,14:27:00,33595,415.5200,415.5900,415.5000,415.5900,0
2021-04-15,14:28:00,107416,415.5900,415.6600,415.5900,415.6500,0
2021-04-15,14:29:00,163291,415.6550,415.6580,415.5800,415.6100,0
2021-04-15,14:30:00,190825,415.6100,415.6700,415.5700,415.5700,0
2021-04-15,14:31:00,74039,415.5700,415.5700,415.4500,415.5350,0
2021-04-15,14:32:00,44421,415.5381,415.6650,415.4900,415.6500,0
2021-04-15,14:33:00,166713,415.6600,415.7900,415.6600,415.6850,0
2021-04-15,14:34:00,102881,415.6846,415.6900,415.5500,415.6600,0
2021-04-15,14:35:00,47645,415.6500,415.7000,415.6100,415.6200,0
2021-04-15,14:36:00,48480,415.6150,415.7000,415.6000,415.6700,0
2021-04-15,14:37:00,41619,415.6650,415.7000,415.6500,415.6600,0
2021-04-15,14:38:00,43521,415.6600,415.7100,415.6300,415.6700,0
2021-04-15,14:39:00,52006,415.6691,415.7000,415.6400,415.6700,0
2021-04-15,14:40:00,53216,415.6600,415.6600,415.5600,415.5900,0
2021-04-15,14:41:00,37156,415.5950,415.6300,415.5500,415.5899,0
2021-04-15,14:42:00,30436,415.5800,415.6300,415.5700,415.5900,0
2021-04-15,14:43:00,33811,415.5900,415.6200,415.5000,415.5200,0
2021-04-15,14:44:00,31529,415.5200,415.5500,415.5000,415.5150,0
2021-04-15,14:45:00,133030,415.5150,415.5500,415.4200,415.5300,0
2021-04-15,14:46:00,68501,415.5350,415.5600,415.4100,415.4610,0
2021-04-15,14:47:00,52977,415.4650,415.4850,415.3600,415.3700,0
2021-04-15,14:48:00,54234,415.3600,415.3950,415.3300,415.3700,0
2021-04-15,14:49:00,58661,415.3700,415.4000,415.3100,415.3550,0
2021-04-15,14:50:00,89630,415.3599,415.4800,415.3599,415.3800,0
2021-04-15,14:51:00,57545,415.3719,415.4300,415.3500,415.4299,0
2021-04-15,14:52:00,55015,415.4300,415.4800,415.3900,415.4100,0
2021-04-15,14:53:00,27640,415.4100,415.4400,415.3500,415.3719,0
2021-04-15,14:54:00,31872,415.3800,415.4150,415.3300,415.3400,0
2021-04-15,14:55:00,73354,415.3300,415.3600,415.2500,415.2700,0
2021-04-15,14:56:00,96298,415.2650,415.3200,415.1800,415.3181,0
2021-04-15,14:57:00,68997,415.3200,415.4000,415.3100,415.3619,0
2021-04-15,14:58:00,65081,415.3750,415.4200,415.3400,415.3450,0
2021-04-15,14:59:00,60155,415.3400,415.3600,415.2811,415.3600,0
2021-04-15,15:00:00,57163,415.3500,415.3900,415.2900,415.3400,0
2021-04-15,15:01:00,75837,415.3450,415.3800,415.2900,415.3650,0
2021-04-15,15:02:00,92666,415.3700,415.4950,415.3700,415.4150,0
2021-04-15,15:03:00,56112,415.4110,415.4400,415.3500,415.4200,0
2021-04-15,15:04:00,95074,415.4150,415.4900,415.3700,415.4899,0
2021-04-15,15:05:00,67145,415.4800,415.5300,415.4350,415.4350,0
2021-04-15,15:06:00,64014,415.4300,415.4500,415.3000,415.3400,0
2021-04-15,15:07:00,48887,415.3500,415.4150,415.3406,415.3800,0
2021-04-15,15:08:00,24600,415.3899,415.4000,415.3100,415.3150,0
2021-04-15,15:09:00,66498,415.3100,415.3150,415.2400,415.2600,0
2021-04-15,15:10:00,163532,415.2650,415.2719,415.1200,415.1350,0
2021-04-15,15:11:00,231338,415.1350,415.1500,415.0400,415.0650,0
2021-04-15,15:12:00,224105,415.0600,415.1000,414.9700,414.9901,0
2021-04-15,15:13:00,150307,415.0000,415.0400,414.9100,414.9200,0
2021-04-15,15:14:00,110922,414.9150,415.1300,414.8900,415.1100,0
2021-04-15,15:15:00,131096,415.1081,415.2000,415.0550,415.1250,0
2021-04-15,15:16:00,113089,415.1219,415.1800,415.0650,415.1511,0
2021-04-15,15:17:00,71502,415.1600,415.1702,415.0510,415.1300,0
2021-04-15,15:18:00,90292,415.1200,415.2900,415.0900,415.2600,0
2021-04-15,15:19:00,98067,415.2500,415.3200,415.2400,415.2850,0
2021-04-15,15:20:00,148391,415.2869,415.3300,415.1800,415.2050,0
2021-04-15,15:21:00,194743,415.2019,415.2200,415.1250,415.1250,0
2021-04-15,15:22:00,415325,415.1300,415.1700,414.9600,415.0300,0
2021-04-15,15:23:00,129308,415.0200,415.0600,414.9600,414.9999,0
2021-04-15,15:24:00,126413,415.0000,415.0900,414.9600,415.0200,0
2021-04-15,15:25:00,162611,415.0300,415.1100,415.0100,415.0123,0
2021-04-15,15:26:00,164907,415.0100,415.0101,414.9100,414.9800,0
2021-04-15,15:27:00,109150,414.9750,414.9900,414.9200,414.9800,0
2021-04-15,15:28:00,108545,414.9870,415.0150,414.9400,415.0150,0
2021-04-15,15:29:00,109111,415.0150,415.0150,414.9100,414.9700,0
2021-04-15,15:30:00,107097,414.9650,415.1000,414.9500,415.0550,0
2021-04-15,15:31:00,126354,415.0550,415.1400,415.0100,415.0900,0
2021-04-15,15:32:00,195480,415.0920,415.2599,415.0900,415.2250,0
2021-04-15,15:33:00,85130,415.2300,415.2400,415.1400,415.1800,0
2021-04-15,15:34:00,101049,415.1800,415.2300,415.0950,415.2100,0
2021-04-15,15:35:00,118493,415.2150,415.2900,415.1491,415.1491,0
2021-04-15,15:36:00,104555,415.1450,415.3000,415.1300,415.2900,0
2021-04-15,15:37:00,155382,415.2850,415.3200,415.2500,415.2601,0
2021-04-15,15:38:00,117144,415.2650,415.3250,415.2600,415.3190,0
2021-04-15,15:39:00,227854,415.3100,415.4450,415.3050,415.3900,0
2021-04-15,15:40:00,127739,415.3950,415.4600,415.3700,415.4100,0
2021-04-15,15:41:00,141192,415.4100,415.4100,415.2700,415.3300,0
2021-04-15,15:42:00,238662,415.3250,415.4400,415.3250,415.4050,1
2021-04-15,15:43:00,392940,415.4000,415.5750,415.3970,415.5300,1
2021-04-15,15:44:00,462186,415.5301,415.7400,415.5100,415.7400,0
2021-04-15,15:45:00,648406,415.7400,415.8800,415.6100,415.8550,0
2021-04-15,15:46:00,824021,415.8546,416.1150,415.8000,416.1050,0
2021-04-15,15:47:00,317053,416.1000,416.1600,416.0100,416.0391,0
2021-04-15,15:48:00,321266,416.0300,416.0700,415.9000,415.9100,0
2021-04-15,15:49:00,374420,415.9100,415.9600,415.8300,415.8600,0
2021-04-15,15:50:00,510423,415.8500,415.8900,415.7200,415.8550,0
2021-04-15,15:51:00,730840,415.8550,416.0700,415.8550,415.9799,0
2021-04-15,15:52:00,337461,415.9700,416.0200,415.9600,416.0200,0
2021-04-15,15:53:00,306007,416.0200,416.0500,415.9200,415.9400,0
2021-04-15,15:54:00,411336,415.9400,415.9700,415.6100,415.7100,0
2021-04-15,15:55:00,521843,415.7100,415.8000,415.6700,415.7400,0
2021-04-15,15:56:00,265673,415.7400,415.8000,415.6600,415.6950,0
2021-04-15,15:57:00,338175,415.6950,415.7500,415.5900,415.6301,0
2021-04-15,15:58:00,491421,415.6350,415.6350,415.5200,415.5499,0
2021-04-15,15:59:00,960017,415.5490,415.8500,415.5490,415.8300,0
2021-04-16,09:30:00,916738,417.2500,417.3900,417.1000,417.1700,0
2021-04-16,09:31:00,536698,417.1700,417.1800,416.8001,416.8100,0
2021-04-16,09:32:00,395348,416.8050,416.9000,416.7099,416.8010,0
2021-04-16,09:33:00,238451,416.8200,416.8700,416.6900,416.7500,0
2021-04-16,09:34:00,222343,416.7450,416.8700,416.6800,416.7700,0
2021-04-16,09:35:00,245914,416.7700,417.0200,416.7100,416.9500,0
2021-04-16,09:36:00,135024,416.9450,417.0400,416.8901,416.9000,0
2021-04-16,09:37:00,147354,416.8900,416.9800,416.8700,416.9400,0
2021-04-16,09:38:00,162855,416.9400,417.0100,416.8400,416.8800,0
2021-04-16,09:39:00,152127,416.8800,416.9500,416.8270,416.8600,0
2021-04-16,09:40:00,239817,416.8700,416.9000,416.7400,416.7600,0
2021-04-16,09:41:00,170125,416.7700,416.8400,416.7200,416.7300,0
2021-04-16,09:42:00,175275,416.7500,416.8600,416.6800,416.7050,0
2021-04-16,09:43:00,117941,416.7100,416.7400,416.6300,416.7400,0
2021-04-16,09:44:00,121994,416.7400,416.8000,416.6900,416.7101,0
2021-04-16,09:45:00,243559,416.7100,416.7200,416.4200,416.5385,0
2021-04-16,09:46:00,146041,416.5300,416.6900,416.5000,416.6100,0
2021-04-16,09:47:00,156119,416.5900,416.6050,416.4750,416.5600,0
2021-04-16,09:48:00,102687,416.5500,416.6400,416.5400,416.5900,0
2021-04-16,09:49:00,119448,416.5700,416.6700,416.4500,416.6700,0
2021-04-16,09:50:00,190510,416.6700,416.7050,416.4400,416.4450,0
2021-04-16,09:51:00,137398,416.4400,416.5000,416.2600,416.2944,0
2021-04-16,09:52:00,185678,416.2900,416.4100,416.1400,416.1450,0
2021-04-16,09:53:00,212722,416.1400,416.2181,416.0600,416.1200,0
2021-04-16,09:54:00,142934,416.1200,416.1900,416.0295,416.0301,0
2021-04-16,09:55:00,257721,416.0385,416.1000,415.9100,415.9815,0
2021-04-16,09:56:00,148946,415.9900,416.1500,415.9900,416.0899,0
2021-04-16,09:57:00,95879,416.0800,416.1000,416.0200,416.0550,0
2021-04-16,09:58:00,78217,416.0550,416.1000,416.0100,416.0450,0
2021-04-16,09:59:00,111228,416.0500,416.1300,416.0482,416.1000,0
2021-04-16,10:00:00,205876,416.1100,416.1100,415.9200,415.9300,0
2021-04-16,10:01:00,246948,415.9210,415.9400,415.7300,415.8750,1
2021-04-16,10:02:00,182927,415.8750,416.0950,415.8750,416.0700,1
2021-04-16,10:03:00,247530,416.0500,416.2200,416.0350,416.2050,0
2021-04-16,10:04:00,170515,416.2100,416.3599,416.1700,416.3200,0
2021-04-16,10:05:00,218761,416.3300,416.4500,416.2700,416.3901,0
2021-04-16,10:06:00,196174,416.3950,416.5300,416.3900,416.5100,0
2021-04-16,10:07:00,173778,416.5000,416.5985,416.4900,416.5985,0
2021-04-16,10:08:00,255000,416.5950,416.7800,416.5900,416.7800,0
2021-04-16,10:09:00,213273,416.7900,416.8200,416.6400,416.7150,0
2021-04-16,10:10:00,127738,416.7100,416.7500,416.6500,416.6700,0
2021-04-16,10:11:00,140720,416.6600,416.7000,416.6250,416.6800,0
2021-04-16,10:12:00,93130,416.6882,416.7000,416.6500,416.6815,0
2021-04-16,10:13:00,90544,416.6850,416.7387,416.6500,416.6750,0
2021-04-16,10:14:00,155275,416.6750,416.6750,416.5500,416.6215,0
2021-04-16,10:15:00,124011,416.6300,416.7300,416.5900,416.6900,0
2021-04-16,10:16:00,81698,416.6985,416.7200,416.6200,416.6801,0
2021-04-16,10:17:00,88836,416.6815,416.7400,416.6800,416.7200,0
2021-04-16,10:18:00,140746,416.7200,416.8199,416.7200,416.7750,0
2021-04-16,10:19:00,164163,416.7750,416.9700,416.7750,416.9700,0
2021-04-16,10:20:00,119130,416.9700,417.0100,416.9000,416.9050,0
2021-04-16,10:21:00,176714,416.8950,416.9300,416.8400,416.8550,0
2021-04-16,10:22:00,151293,416.8500,416.8900,416.8300,416.8700,0
2021-04-16,10:23:00,116882,416.8650,416.8700,416.7900,416.8091,0
2021-04-16,10:24:00,114373,416.8050,416.8550,416.6900,416.7400,0
2021-04-16,10:25:00,115376,416.7350,416.8400,416.7000,416.8300,0
2021-04-16,10:26:00,91633,416.8300,416.8300,416.7300,416.7700,0
2021-04-16,10:27:00,85375,416.7700,416.7900,416.7100,416.7350,0
2021-04-16,10:28:00,163556,416.7350,416.7500,416.5800,416.6199,0
2021-04-16,10:29:00,261147,416.6200,416.6499,416.3900,416.4200,0
2021-04-16,10:30:00,203805,416.4190,416.8086,416.2800,416.4509,0
2021-04-16,10:31:00,195395,416.4550,416.6900,416.4550,416.6700,0
2021-04-16,10:32:00,145277,416.6600,416.7200,416.5200,416.5398,0
2021-04-16,10:33:00,136709,416.5300,416.5400,416.3700,416.4500,0
2021-04-16,10:34:00,95728,416.4700,416.5200,416.3100,416.4000,0
2021-04-16,10:35:00,122635,416.3900,416.4400,416.3200,416.3500,0
2021-04-16,10:36:00,93910,416.3400,416.3800,416.2600,416.3700,0
2021-04-16,10:37:00,135457,416.3700,416.5210,416.2800,416.4900,0
2021-04-16,10:38:00,78501,416.4850,416.5300,416.4000,416.5200,0
2021-04-16,10:39:00,91029,416.5191,416.6400,416.4800,416.6310,0
2021-04-16,10:40:00,152708,416.6500,416.7600,416.6300,416.6500,0
2021-04-16,10:41:00,60389,416.6500,416.7400,416.5300,416.6500,0
2021-04-16,10:42:00,72888,416.6450,416.7300,416.6100,416.7100,0
2021-04-16,10:43:00,59938,416.7100,416.7800,416.7000,416.7500,0
2021-04-16,10:44:00,43679,416.7500,416.7800,416.6500,416.7200,0
2021-04-16,10:45:00,55157,416.7200,416.7900,416.5900,416.7700,0
2021-04-16,10:46:00,116323,416.7600,416.9100,416.7550,416.8550,0
2021-04-16,10:47:00,68562,416.8501,416.9200,416.8501,416.9050,0
2021-04-16,10:48:00,67399,416.9100,416.9400,416.8500,416.8927,0
2021-04-16,10:49:00,77430,416.8950,416.9500,416.8700,416.9050,0
2021-04-16,10:50:00,80679,416.9050,416.9050,416.7700,416.7950,0
2021-04-16,10:51:00,127238,416.7950,416.7950,416.7100,416.7250,0
2021-04-16,10:52:00,113451,416.7300,416.7500,416.6682,416.7230,0
2021-04-16,10:53:00,57142,416.7300,416.7900,416.6900,416.7900,0
2021-04-16,10:54:00,137292,416.7900,416.8150,416.7500,416.8150,0
2021-04-16,10:55:00,226622,416.8146,416.8400,416.7400,416.7750,0
2021-04-16,10:56:00,88129,416.7750,416.8200,416.7300,416.8150,0
2021-04-16,10:57:00,121582,416.8150,416.8200,416.7700,416.7900,0
2021-04-16,10:58:00,85088,416.7900,416.8000,416.7500,416.7600,0
2021-04-16,10:59:00,171192,416.7600,416.7799,416.6100,416.6100,0
2021-04-16,11:00:00,102239,416.6000,416.7800,416.5900,416.6309,0
2021-04-16,11:01:00,180802,416.6400,416.6700,416.5300,416.5400,0
2021-04-16,11:02:00,227703,416.5500,416.5600,416.4400,416.5500,0
2021-04-16,11:03:00,56231,416.5600,416.6000,416.5000,416.5101,0
2021-04-16,11:04:00,57906,416.5200,416.6350,416.4400,416.6350,0
2021-04-16,11:05:00,72557,416.6400,416.7450,416.6300,416.7100,0
2021-04-16,11:06:00,60547,416.7101,416.8191,416.6700,416.8150,0
2021-04-16,11:07:00,53326,416.8100,416.8650,416.7900,416.8600,0
2021-04-16,11:08:00,128484,416.8600,417.0000,416.8600,416.9700,0
2021-04-16,11:09:00,84072,416.9746,416.9900,416.7900,416.8650,0
2021-04-16,11:10:00,94716,416.8600,416.8900,416.7600,416.8400,0
2021-04-16,11:11:00,80315,416.8400,416.8500,416.7700,416.8071,0
2021-04-16,11:12:00,73520,416.8100,416.8200,416.7100,416.7700,0
2021-04-16,11:13:00,40245,416.7600,416.8150,416.7500,416.7815,0
2021-04-16,11:14:00,75221,416.7800,416.7800,416.5500,416.5600,0
2021-04-16,11:15:00,174182,416.5700,416.5900,416.4300,416.5650,0
2021-04-16,11:16:00,127177,416.5699,416.7800,416.5500,416.7700,0
2021-04-16,11:17:00,80705,416.7611,416.8500,416.7600,416.8015,0
2021-04-16,11:18:00,63461,416.8000,416.8500,416.6900,416.7100,0
2021-04-16,11:19:00,38569,416.7200,416.7499,416.6546,416.6900,0
2021-04-16,11:20:00,42219,416.6950,416.7900,416.6600,416.7600,0
2021-04-16,11:21:00,44700,416.7600,416.8000,416.6800,416.7650,0
2021-04-16,11:22:00,31313,416.7715,416.7900,416.7100,416.7300,0
2021-04-16,11:23:00,76139,416.7200,416.7300,416.6350,416.6500,0
2021-04-16,11:24:00,40430,416.6400,416.6500,416.5800,416.6000,0
2021-04-16,11:25:00,98172,416.6100,416.6700,416.4600,416.4600,0
2021-04-16,11:26:00,112331,416.4500,416.5500,416.3600,416.4900,0
2021-04-16,11:27:00,85856,416.4900,416.5400,416.3975,416.4100,0
2021-04-16,11:28:00,148026,416.4200,416.4600,416.3150,416.3650,0
2021-04-16,11:29:00,73791,416.3500,416.3500,416.2800,416.3100,0
2021-04-16,11:30:00,89382,416.3150,416.4400,416.3050,416.4189,0
2021-04-16,11:31:00,89540,416.4100,416.4900,416.3900,416.4400,0
2021-04-16,11:32:00,74273,416.4481,416.4900,416.3600,416.3700,0
2021-04-16,11:33:00,34808,416.3800,416.5000,416.3600,416.4700,0
2021-04-16,11:34:00,38384,416.4600,416.4910,416.4000,416.4400,0
2021-04-16,11:35:00,42179,416.4500,416.4800,416.3900,416.4800,0
2021-04-16,11:36:00,174219,416.4800,416.5100,416.3500,416.3700,0
2021-04-16,11:37:00,62005,416.3800,416.5100,416.3500,416.4800,0
2021-04-16,11:38:00,50976,416.4800,416.5600,416.4800,416.5400,0
2021-04-16,11:39:00,74382,416.5400,416.5500,416.4600,416.4699,0
2021-04-16,11:40:00,44857,416.4500,416.4790,416.3600,416.3600,0
2021-04-16,11:41:00,91365,416.3500,416.3900,416.2700,416.3519,0
2021-04-16,11:42:00,54916,416.3500,416.4300,416.3100,416.3100,0
2021-04-16,11:43:00,142154,416.3100,416.3100,416.1900,416.2600,0
2021-04-16,11:44:00,74566,416.2600,416.3900,416.2600,416.3400,0
2021-04-16,11:45:00,50807,416.3400,416.3700,416.2700,416.3300,0
2021-04-16,11:46:00,56804,416.3200,416.3900,416.3000,416.3600,0
2021-04-16,11:47:00,52340,416.3550,416.4400,416.3450,416.3800,0
2021-04-16,11:48:00,20887,416.3800,416.4300,416.3600,416.4200,0
2021-04-16,11:49:00,48661,416.4201,416.5000,416.4100,416.4293,0
2021-04-16,11:50:00,39267,416.4100,416.4600,416.3900,416.4500,0
2021-04-16,11:51:00,28272,416.4500,416.4500,416.4000,416.4000,0
2021-04-16,11:52:00,40566,416.4000,416.4000,416.3500,416.3800,0
2021-04-16,11:53:00,47242,416.3900,416.4400,416.3600,416.4400,0
2021-04-16,11:54:00,82517,416.4400,416.5298,416.4400,416.4800,0
2021-04-16,11:55:00,43091,416.4900,416.5450,416.4800,416.4900,0
2021-04-16,11:56:00,63118,416.4900,416.5000,416.3800,416.3800,0
2021-04-16,11:57:00,36260,416.3800,416.4200,416.3610,416.3800,0
2021-04-16,11:58:00,35937,416.3800,416.4300,416.3219,416.4000,0
2021-04-16,11:59:00,26505,416.3900,416.4200,416.3550,416.4000,0
2021-04-16,12:00:00,51748,416.4000,416.5350,416.4000,416.5300,0
2021-04-16,12:01:00,98782,416.5299,416.6300,416.5299,416.5850,0
2021-04-16,12:02:00,49094,416.5800,416.6250,416.5719,416.6200,0
2021-04-16,12:03:00,33808,416.6282,416.6400,416.5500,416.6000,0
2021-04-16,12:04:00,33245,416.6000,416.6300,416.5300,416.5550,0
2021-04-16,12:05:00,26003,416.5500,416.5510,416.4500,416.4921,0
2021-04-16,12:06:00,36487,416.4893,416.5200,416.4200,416.5000,0
2021-04-16,12:07:00,27490,416.5000,416.5850,416.4800,416.5500,0
2021-04-16,12:08:00,23736,416.5500,416.5850,416.5300,416.5710,0
2021-04-16,12:09:00,84654,416.5700,416.6600,416.5600,416.6101,0
2021-04-16,12:10:00,51238,416.6200,416.6599,416.5950,416.6200,0
2021-04-16,12:11:00,40839,416.6100,416.6300,416.5400,416.5600,0
2021-04-16,12:12:00,55265,416.5500,416.5801,416.5100,416.5800,0
2021-04-16,12:13:00,40055,416.5800,416.6700,416.5800,416.6600,0
2021-04-16,12:14:00,39530,416.6600,416.7000,416.6550,416.6800,0
2021-04-16,12:15:00,69365,416.6700,416.7400,416.6300,416.6311,0
2021-04-16,12:16:00,68511,416.6400,416.7100,416.6400,416.7100,0
2021-04-16,12:17:00,72174,416.7100,416.7700,416.6700,416.7600,0
2021-04-16,12:18:00,52346,416.7600,416.7700,416.6900,416.7050,0
2021-04-16,12:19:00,149525,416.7100,416.7400,416.6300,416.6700,0
2021-04-16,12:20:00,49756,416.6700,416.7150,416.6270,416.6950,0
2021-04-16,12:21:00,26291,416.6950,416.7300,416.6800,416.7300,0
2021-04-16,12:22:00,52525,416.7300,416.7500,416.6200,416.6400,0
2021-04-16,12:23:00,93332,416.6400,416.7600,416.6250,416.7200,0
2021-04-16,12:24:00,76977,416.7219,416.8400,416.7219,416.8000,0
2021-04-16,12:25:00,63411,416.8050,416.8450,416.7800,416.7800,0
2021-04-16,12:26:00,45688,416.7700,416.7900,416.7300,416.7300,0
2021-04-16,12:27:00,25450,416.7300,416.7798,416.7250,416.7700,0
2021-04-16,12:28:00,33265,416.7700,416.7850,416.7300,416.7300,0
2021-04-16,12:29:00,23608,416.7400,416.7759,416.7300,416.7500,0
2021-04-16,12:30:00,36836,416.7500,416.7700,416.7200,416.7619,0
2021-04-16,12:31:00,54423,416.7700,416.8300,416.7400,416.7797,0
2021-04-16,12:32:00,78690,416.7750,416.8000,416.6600,416.6950,0
2021-04-16,12:33:00,69758,416.6900,416.7600,416.6400,416.7500,0
2021-04-16,12:34:00,43128,416.7400,416.7900,416.7300,416.7800,0
2021-04-16,12:35:00,48778,416.7800,416.8150,416.7600,416.8000,0
2021-04-16,12:36:00,54478,416.8000,416.8100,416.7600,416.7901,0
2021-04-16,12:37:00,40117,416.8000,416.8200,416.7700,416.7800,0
2021-04-16,12:38:00,25832,416.7700,416.7700,416.7300,416.7500,0
2021-04-16,12:39:00,40010,416.7600,416.7700,416.7200,416.7600,0
2021-04-16,12:40:00,87185,416.7700,416.7800,416.7200,416.7300,0
2021-04-16,12:41:00,30322,416.7300,416.7400,416.7000,416.7200,0
2021-04-16,12:42:00,28953,416.7250,416.8000,416.7150,416.8000,0
2021-04-16,12:43:00,27382,416.8000,416.8100,416.7300,416.7500,0
2021-04-16,12:44:00,38204,416.7500,416.8200,416.7300,416.8140,0
2021-04-16,12:45:00,87745,416.8100,416.8700,416.7800,416.7900,0
2021-04-16,12:46:00,60777,416.7906,416.8400,416.7600,416.7800,0
2021-04-16,12:47:00,37284,416.7900,416.8100,416.7199,416.7200,0
2021-04-16,12:48:00,34271,416.7100,416.7800,416.7093,416.7800,0
2021-04-16,12:49:00,24683,416.7760,416.7900,416.7400,416.7500,0
2021-04-16,12:50:00,47218,416.7500,416.7550,416.6000,416.6100,0
2021-04-16,12:51:00,50893,416.6050,416.6300,416.4816,416.5000,0
2021-04-16,12:52:00,79366,416.4900,416.5290,416.4300,416.5200,0
2021-04-16,12:53:00,54363,416.5000,416.5800,416.4900,416.5300,0
